gene,statistic_ir,pvalue_ir,statistic_gc,pvalue_gc,statistic_ic,pvalue_ic,n_spots_expressed,n_isoforms,sample_id,sample_type,padj_ir,padj_gc,padj_ic,padj_global
C3,0.0001372239829093,0.124775132998126,0.0078774195113301,2.770753460084908e-30,0.301781840804265,0.718144627000768,557,6,GBM_6,GBM,0.2287544104965644,3.386476451214887e-30,0.718144627000768,0.1987568490235636
HMGB1,8.60736052355162e-05,0.1344090251016761,0.0011551461024376,3.394422979446675e-05,0.1489917063565373,0.0049800913315666,458,2,DMG_5,DMG,0.2592849166642409,4.3373182515151965e-05,0.0063634500347796,0.2102224051925686
TIMP2,4.3200416176410127e-05,0.1347390800610521,0.000373086804004,0.0021124277720012,0.1195506729021336,0.0142502511343853,317,2,GBM_3,GBM,0.2245651334350869,0.0022236081810538,0.0178128139179817,0.2102224051925686
LGALS3,0.0001867583546198,0.1354766611240997,0.0104347244470051,1.7957322650659467e-40,0.5735966354818103,1.0168133271290597e-15,518,4,DMG_5,DMG,0.2592849166642409,4.1301842096516774e-39,4.6773413047936736e-15,0.2102224051925686
C3,0.0002554884679691,0.1465523442015275,0.0018402559201196,6.613407337303306e-05,0.5989972627175932,0.0445599372074289,425,7,DMG_5,DMG,0.2592849166642409,8.005703618840844e-05,0.0539409766195192,0.2254651449254269
SPP1,0.000234388930096,0.1706500721009245,0.0421552553364445,5.2080192119817675e-39,1.4902466922550917,1.9484777324561755e-37,794,6,DMG_5,DMG,0.2803536898800903,5.989222093779033e-38,4.4814987846492044e-36,0.2603136693064951
HMGB1,6.65797855186927e-05,0.1908155900222949,0.0006084018935628,0.0055427941402937,0.2057796330790798,0.0159338120767582,234,2,DMG_2,DMG,0.2756225189210927,0.0060046936519849,0.0197275768569387,0.288496438477509
CTSB,9.662684372689756e-05,0.192330958985006,0.0017095054587777,5.999561537165969e-24,0.1980110197456832,0.1339414947326708,602,4,DMG_3,DMG,0.2949074704436759,6.899495767740863e-24,0.1400297444932468,0.288496438477509
SPARCL1,0.0002751571309717,0.2045489790062044,0.0086774104074271,5.3506261066117344e-08,0.7574158348885454,4.933335057668838e-06,852,7,DMG_5,DMG,0.3136417678095134,7.239082379533524e-08,7.564447088425551e-06,0.3022862961595838
C3,3.334486321002724e-05,0.2048829340637179,0.0007487379606024,2.966662996374949e-14,0.0634921727057528,0.2928576078572454,1194,3,GBM_1,GBM,0.2504124749667664,2.966662996374949e-14,0.2928576078572454,0.3022862961595838
FN1,8.044508002304056e-05,0.2076097266311034,0.0045075636834339,7.620257887199013e-22,0.2092984081559614,0.0228835855215459,453,5,GBM_3,GBM,0.3193995794324668,1.1723473672613865e-21,0.025426206135051,0.3038191121430781
FN1,0.0002751813296042,0.2203186111685639,0.0828626371765225,1.5708175730805723e-64,0.6136696481016731,1.968856936988064e-14,711,7,DMG_2,DMG,0.3014886258096138,1.3613752300031626e-63,5.687808929076631e-14,0.3198173387930768
SERPINE2,9.58187464915466e-05,0.2237533227399047,0.0009110497874725,4.883644150307355e-07,0.2392729312340892,0.0485225715659884,551,5,DMG_3,DMG,0.3216454014386131,4.883644150307355e-07,0.0587378497904071,0.3222047847454629
SPP1,0.000122528770729,0.2261903257530026,0.1505515018247212,1.5284857385042745e-213,1.1324934675128493,1.0050156464363068e-151,992,4,GBM_6,GBM,0.3554419404690042,1.6813343123547018e-212,1.1055172110799377e-150,0.3231290367900037
SPARCL1,5.6645252489710594e-05,0.2317629277310931,0.0036770043185491,2.1843728189415793e-30,0.0992827469068853,0.0442337583740388,839,3,GBM_2,GBM,0.2510765050420175,3.549605830780066e-30,0.0522762598965914,0.3284828896976123
TIMP1,1.0466349574014171e-05,0.2374807946389854,0.0013826695961752,1.946222598648152e-88,0.0581580027606981,5.655047460361776e-19,680,2,GBM_1,GBM,0.2612288741028839,2.676056073141209e-88,6.911724673775505e-19,0.3339573674610732
APOE,0.0001568970595734,0.2397847705823119,0.0080527983447104,4.991348738051581e-22,0.6764670506652666,1.0659905014518352e-22,816,4,DMG_5,DMG,0.3446906077120734,1.9133503495864398e-21,8.172593844464069e-22,0.3345834008125283
COL1A1,4.586500954378813e-05,0.2622356854249689,0.0003447822996591,0.0089984035213126,0.1646414238517266,0.2124075159293048,116,2,DMG_5,DMG,0.3547894567514285,0.0094074218631905,0.2326368031606672,0.3630955644345723
APP,6.832221773218019e-05,0.2856481509681925,0.0003666603475813,0.0589806921252313,0.2227556535480366,0.1008350367315942,172,2,DMG_2,DMG,0.3713425962586503,0.0589806921252313,0.1191686797737023,0.3922282402002736
ITM2B,0.0001449585812674,0.2876340428135339,0.0109406277147973,5.065796385622492e-47,0.4737412488658567,1.6190177651004765e-37,1551,6,DMG_3,DMG,0.3891519402771341,7.767554457954487e-47,3.385218963391905e-37,0.3922282402002736
SPP1,7.691524585359557e-05,0.2945888525915794,0.0140442968336823,1.6503515771836477e-115,0.1201495270188965,4.612302744691301e-14,1140,3,GBM_4,GBM,0.5050094615855647,6.60140630873459e-115,6.91845411703695e-14,0.39869168019913
APOE,6.842824348900697e-05,0.2985625431356214,0.005690538124296,4.146023933637152e-33,0.3675837265481028,6.667993671717212e-27,1498,4,GBM_3,GBM,0.4265179187651734,9.213386519193669e-33,1.666998417929303e-26,0.401054162420984
AGT,0.000137546857197,0.3123335724311243,0.0085162356401658,4.0886823074593135e-49,0.1683571667702875,0.0188738990308126,1149,4,DMG_3,DMG,0.3990928981064366,6.717120933683158e-49,0.0271312298567932,0.4164447632414991
MIF,3.4162293289565325e-05,0.3183513844746368,0.0023130998358591,2.5702117278804563e-06,0.0453678343439412,2.556801871366524e-16,1905,2,DMG_4,DMG,0.5730324920543463,2.5702117278804563e-06,1.1505608421149358e-15,0.4189062873603727
SPP1,7.116241437088149e-05,0.3188342298242836,0.003254339398123,1.7737722692916795e-28,0.1663069803609446,0.0002110005152818,584,3,GBM_5,GBM,0.4169370697702171,2.5128440481632127e-28,0.0002759237507531,0.4189062873603727
ITM2B,0.000206750218879,0.324907300406119,0.0066724101869806,3.4206929021774026e-18,0.4453449082924674,3.3855226746849647e-09,830,4,DMG_5,DMG,0.3964965282138259,7.867593675008028e-18,6.4889184598128485e-09,0.423792130964503
APP,0.0001141644728185,0.3275406102635954,0.0005814195585266,0.0013622909743155,0.3028647092891044,0.1256528679094263,226,3,DMG_5,DMG,0.3964965282138259,0.0015666346204628,0.1445007980958403,0.4241533082550156
LGALS3,7.122301448617607e-05,0.3320372964522747,0.0035207139248845,2.2873817351386193e-40,0.3042589206793528,1.8729759050480263e-25,767,3,GBM_3,GBM,0.4427163952696997,6.535376386110342e-40,4.162168677884503e-25,0.4269050954386389
AGT,2.156163214250265e-05,0.3653178282018433,0.0005382466272045,6.34547553755241e-14,0.0752640377523961,0.3886244101032804,296,2,GBM_4,GBM,0.5175277022303963,6.34547553755241e-14,0.3886244101032804,0.4646552273677762
CST3,2.664431455972792e-05,0.366561346034579,0.0057815852385221,5.12902725948953e-72,0.2783230193689325,1.437740094036311e-91,1630,2,GBM_3,GBM,0.4582016825432238,2.564513629744765e-71,9.584933960242071e-91,0.4646552273677762
CST3,1.9043341967154345e-05,0.3781987794931611,0.003456351466426,1.231336286967495e-23,0.1472448817351153,7.919159576866514e-37,1366,2,GBM_5,GBM,0.4592413750988385,1.610208990649801e-23,3.3656428201682684e-36,0.4749205745693267
SPP1,0.0002175765301013,0.3799364596554614,0.0143330406765587,8.612642948805553e-33,0.2465888188713585,3.7567491489571767e-05,625,3,DMG_2,DMG,0.4703975214781903,2.48809685187716e-32,6.104717367055412e-05,0.4749205745693267
CD74,7.050001692393817e-05,0.3881457766727972,0.0040488294960556,1.2906729153816558e-51,0.2444834146953391,1.7980179556529597e-11,790,5,GBM_4,GBM,0.5175277022303963,2.5813458307633117e-51,2.157621546783552e-11,0.4818361365593345
CTSB,0.0001838984542153,0.3980224272335951,0.0006524788286143,0.0440139925533983,0.3470160181760556,0.6224700053768044,317,4,DMG_5,DMG,0.4577257913186344,0.0440139925533983,0.6224700053768044,0.4907125815208707
C3,5.251937889605878e-05,0.409846371577642,0.0008254874456097,3.6806998145417795e-08,0.1487748869957808,0.6308213601849301,363,3,GBM_5,GBM,0.4644925544546609,4.171459789814016e-08,0.6308213601849301,0.5018526998909902
SERPINE2,0.0001530802268788,0.4144995425053149,0.0053867256969463,9.166206509796776e-35,0.3293638190562478,0.0504788052872169,847,6,GBM_3,GBM,0.4876465205944882,2.291551627449194e-34,0.05313558451286,0.5041210652091668
PTGDS,6.282611521661282e-05,0.4178756541396869,0.0033459099781966,3.088083699866752e-27,0.2094168290471117,7.1944744053595185e-19,1057,3,DMG_3,DMG,0.5058494760638316,3.945884727607516e-27,1.2728685486405301e-18,0.5044031714692454
SPP1,2.589660696183789e-05,0.4212605317680929,0.0015349314825441,2.6256928082073253e-19,0.0893236675059101,0.0243544462365843,315,2,DMG_4,DMG,0.5932145351608344,4.726247054773185e-19,0.0273987520161573,0.5044031714692454
SPARCL1,3.610364602468173e-05,0.4231382160658669,0.0024145807341819,1.837201703261175e-36,0.0584855238819674,0.0004670366047265,1617,3,GBM_1,GBM,0.4231382160658669,2.0209218735872925e-36,0.0005137402651991,0.5044031714692454
COL3A1,0.000129432388718,0.4322612361581965,0.0086870330941387,7.965011193992391e-28,0.2158931980999014,0.0001254378403828,346,3,DMG_2,DMG,0.5108541881869595,1.725752425365018e-27,0.0001918461088208,0.5093815648419209
CST3,4.113891542179301e-05,0.4329743301156328,0.0154908252737424,4.613982852059834e-56,0.132729817075955,6.1558742761146975e-55,1384,2,GBM_6,GBM,0.5953397039089952,1.0150762274531635e-55,2.257153901242056e-54,0.5093815648419209
ITM2B,3.546150573209531e-05,0.4657780701423268,0.0017485997796359,3.36932358252612e-10,0.0843914896127983,0.0312742283764402,612,2,DMG_4,DMG,0.5932145351608344,5.05398537378918e-10,0.0312742283764402,0.544415926140382
COL1A2,0.0001294291666641,0.4785151238622431,0.0078992971954121,1.9703708506808756e-31,0.238610087964159,0.000639337858579,345,3,DMG_2,DMG,0.5409301400181878,5.122964211770276e-31,0.0008748833854239,0.5556949825497017
CCL2,8.771638227826736e-05,0.4985169666317819,0.0023707556170857,4.348622402677781e-13,0.1497747106097324,0.0019215164354916,373,2,DMG_5,DMG,0.545994772977666,7.144165375827784e-13,0.0027621798760192,0.572987080310785
LGALS3,4.142044090185675e-05,0.4997720644932958,0.0040122879966309,1.9161959687525676e-42,0.1283824457280251,5.915615979860483e-14,831,2,GBM_5,GBM,0.5310078185241268,4.6536187812562345e-42,1.1173941295292021e-13,0.572987080310785
COL1A1,0.0001099455103277,0.5117945737406111,0.0099725445637463,1.2699267184262257e-50,0.2135711775880277,0.0020024692619971,287,3,DMG_2,DMG,0.5544441215523287,6.603618935816373e-50,0.0026032100405962,0.5830571093247469
APOE,7.304829018285627e-05,0.5273018090318529,0.0169040769488092,8.588695099373463e-67,0.1367899359964327,2.717904454658902e-13,1868,3,DMG_4,DMG,0.5932145351608344,7.729825589436118e-66,6.115285022982529e-13,0.5969454441870032
COL1A2,6.775820037581579e-05,0.5522586009689003,0.0007855051311995,0.0428871885826587,0.1349295097431615,0.4510181979896314,527,3,GBM_5,GBM,0.5522586009689003,0.0455676378690749,0.4792068353639833,0.6212909260900129
SPARC,4.190955393734691e-05,0.5571266595660991,0.001973654145802,6.604717941070032e-49,0.1121396918531645,0.2107013064617423,484,3,GBM_4,GBM,0.6200728670129113,9.907076911605048e-49,0.229855970685537,0.6228745262229679
PTGDS,5.379350352653108e-05,0.5684001280951687,0.0088370118922131,5.176044645398351e-50,0.2570202706956939,4.0154795925412606e-28,1986,5,GBM_4,GBM,0.6200728670129113,8.873219392111458e-50,9.637151022099023e-28,0.6294699255713601
AGT,0.0002472203551033,0.5729942277348108,0.0026998813626916,7.530389697184828e-07,0.3333511749685269,0.4938424913830013,499,4,DMG_2,DMG,0.5735170432983503,8.899551460309343e-07,0.4938424913830013,0.6294699255713601
TIMP2,4.4276749438417846e-05,0.5735170432983503,0.0003514509320391,0.0468914633654049,0.1558524119286871,0.4106215615604532,127,2,DMG_2,DMG,0.5735170432983503,0.0487671219000211,0.4270464240228713,0.6294699255713601
SPARC,0.0002607744337968,0.5840996546108465,0.0121932253412234,3.554707439183106e-21,0.7391104839814351,1.1969654975485753e-08,615,7,DMG_5,DMG,0.6106496389113395,1.1679753014458776e-20,2.1177081879705563e-08,0.6371996232118325
CTSB,1.6455624551646668e-05,0.5933754857199169,0.0003913582687778,0.0032128201413578,0.0692448987991762,0.4245372075784039,299,2,GBM_2,GBM,0.5933754857199169,0.0032128201413578,0.4245372075784039,0.6434192013830425
CST3,2.329984448745954e-05,0.6006478183083885,0.0024267551282817,2.191469416753492e-07,0.0622839663487113,5.013603606055465e-05,1133,2,DMG_4,DMG,0.6006478183083885,2.465403093847679e-07,9.024486490899836e-05,0.64740483410485
SPARCL1,0.000132025179922,0.6153306220080497,0.0029674141167871,4.100390159553403e-24,0.2913493913933663,0.0029040702613027,743,5,GBM_3,GBM,0.6837006911200552,6.833983599255671e-24,0.0038720936817369,0.6592828092943389
CD74,0.0001413754948947,0.6404425001939293,0.0764559833581886,7.993969654428093e-108,0.8194425296286633,2.9559153953060275e-42,797,9,GBM_6,GBM,0.7827630557925803,2.9311222066236346e-107,8.128767337091574e-42,0.6821281067154277
HMGB1,3.0703254495148934e-05,0.7071694599922549,0.0017730084052788,1.3863513540924744e-26,0.1527780294775869,7.592095167894165e-12,816,2,GBM_3,GBM,0.7260822412063865,2.5206388256226802e-26,1.3803809396171208e-11,0.748767663521211
SPARC,0.0001031253926229,0.7211632395201485,0.0028211744170395,1.3205325599122579e-26,0.1834719368873734,0.2498950061273397,772,4,DMG_3,DMG,0.8160702044218867,1.598539414630628e-26,0.2498950061273397,0.7591191994948931
APP,6.298657706599152e-05,0.7260822412063865,0.0003374535145763,0.0858992597873123,0.1551946105054576,0.7613799073615968,364,3,GBM_3,GBM,0.7260822412063865,0.0858992597873123,0.7613799073615968,0.7598535082392418
COL1A2,6.396709114787083e-05,0.7451075779504184,0.0028356230111844,1.0849864626163776e-37,0.1255387634786321,0.1323700445616196,540,3,DMG_3,DMG,0.8160702044218867,1.5596680400110428e-37,0.1400297444932468,0.7752564394859845
TIMP2,9.046796299401144e-05,0.7773201390135913,0.0004115070988684,0.006637682372948,0.2917270477997654,0.4847463644624257,184,3,DMG_5,DMG,0.7773201390135913,0.0072698425989431,0.5067802901198086,0.8041242817381978
SERPINE2,1.0808434716695056e-05,0.7930485354464171,0.0006067126549546,2.425366379792804e-57,0.0537677364155222,0.4597981771140013,384,2,DMG_1,DMG,0.7930485354464171,2.5986068354922903e-57,0.4597981771140013,0.8157070650306004
ITM2B,5.645177899758445e-05,0.858034498162838,0.0092268410014893,1.1606777408782609e-73,0.2688266227920174,2.3234842587125253e-44,1848,4,GBM_4,GBM,0.858034498162838,3.482033222634783e-73,9.2939370348501e-44,0.8775352822119935
C3,0.0001449109209927,0.8915290470099275,0.0111064642207586,1.2586212396130114e-55,0.3748608235190157,0.0220623922760881,1055,8,DMG_3,DMG,0.8993526253761126,2.894828851109926e-55,0.0298491189617663,0.9066397088236552
COL3A1,4.707723816929321e-05,0.8993526253761126,0.0029935123325959,1.5718172913678731e-53,0.1090052762827253,0.1294668805276764,402,3,DMG_3,DMG,0.8993526253761126,3.01264980845509e-53,0.1400297444932468,0.909457711054496
APOE,7.737325226380134e-05,0.9148718242307532,0.0142419344322249,4.0674280855935694e-35,0.1624825755559898,5.460475057313857e-07,1072,3,GBM_6,GBM,0.9402154643266422,6.391672705932754e-35,6.006522563045243e-07,0.9199828400085788
SPARCL1,0.0001440756628495,0.9402154643266422,0.0241937798665186,3.251348238603073e-44,0.4507357637073665,2.077704098728133e-21,891,5,GBM_6,GBM,0.9402154643266422,5.960805104105633e-44,3.2649635837156373e-21,0.9402154643266422
